First Name,Last Name,Gender,Age
Barbara,Vega,Female,57
Clara,Reyes,Female,21
Malia,Stone,Female,50
Alexis,Das,Female,43
Diana,Ellis,Female,16
Jade,Vega,Female,27
Jin,Hughes,Male,45
Juan,Jones,Male,18
Mohammad,Gupta,Male,50
Jin,Gray,Male,59
Ahmed,Long,Male,12
Diego,Ramirez,Male,43
Lily,Ellis,Female,17
Leila,Simmons,Female,53
Emily,Parker,Female,15
Arjun,Johnson,Male,46
Sakura,Ramirez,Female,54
Akira,Gonzalez,Male,39
Henry,Ellis,Male,50
Gabriela,Vargas,Female,47
Andres,Tran,Male,51
Imani,Gonzales,Female,35
Imani,Wood,Female,60
